         1850643 function calls (1742367 primitive calls) in 1.417 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.021    0.001    0.021    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\enum.py:794(__iter__)
       91    0.001    0.000    0.020    0.000 <frozen importlib._bootstrap>:1054(_find_spec)
2286/2226    0.003    0.000    0.020    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\types\abstract.py:61(__call__)
     4483    0.004    0.000    0.019    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\event.py:390(start_event)
        3    0.000    0.000    0.019    0.006 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:4962(apply_copies_parfor)
    12180    0.008    0.000    0.019    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\event.py:243(notify)
       90    0.000    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:1499(find_spec)
       39    0.000    0.000    0.018    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\postproc.py:42(usedefs)
       90    0.000    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:1467(_get_spec)
    14/11    0.001    0.000    0.018    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:963(init_copy_propagate_data)
     3943    0.001    0.000    0.018    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:1246(enter_fn)
        4    0.000    0.000    0.018    0.004 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\untyped_passes.py:79(run_pass)
     3366    0.005    0.000    0.017    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:13(__init__)
    21/15    0.002    0.000    0.017    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:1003(get_block_copies)
        1    0.000    0.000    0.017    0.017 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cpython\unicode.py:1(<module>)
        2    0.000    0.000    0.017    0.009 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\callwrapper.py:101(build)
      103    0.001    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:1607(find_spec)
       48    0.000    0.000    0.017    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\module.py:11(parse_assembly)
22338/22130    0.003    0.000    0.017    0.000 {built-in method builtins.hasattr}
        2    0.000    0.000    0.017    0.008 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\callwrapper.py:126(build_wrapper)
        8    0.001    0.000    0.017    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\rewrites\registry.py:54(apply)
      313    0.017    0.000    0.017    0.000 {built-in method nt.stat}
       39    0.000    0.000    0.017    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\postproc.py:52(deadmaps)
     1065    0.001    0.000    0.016    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\module.py:220(__next__)
      299    0.000    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     4558    0.003    0.000    0.016    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\values.py:537(__init__)
39245/39202    0.009    0.000    0.016    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.016    0.016 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\ufunc\wrappers.py:497(build_gufunc_wrapper)
        1    0.000    0.000    0.016    0.016 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\ufunc\wrappers.py:453(build)
        1    0.000    0.000    0.015    0.015 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\ufunc\wrappers.py:429(_compile_wrapper)
    19230    0.008    0.000    0.015    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\utils.py:475(stream_list)
        1    0.000    0.000    0.015    0.015 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\ufunc\wrappers.py:345(_build_wrapper)
     5660    0.003    0.000    0.015    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\copy.py:211(<listcomp>)
2848/2551    0.001    0.000    0.015    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\contextlib.py:132(__enter__)
        4    0.000    0.000    0.014    0.004 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typed_passes.py:226(run_pass)
        9    0.000    0.000    0.014    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:4009(parfor_defs)
     1011    0.005    0.000    0.014    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\templates.py:887(make_overload_template)
    69/67    0.000    0.000    0.014    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\typed\__init__.py:10(__getattr__)
      153    0.000    0.000    0.014    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\passmanagers.py:762(run)
      194    0.003    0.000    0.014    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\analysis.py:235(compute_cfg_from_blocks)
       86    0.000    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
       86    0.013    0.000    0.013    0.000 {built-in method marshal.loads}
      107    0.000    0.000    0.013    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\lowering.py:1532(storevar)
        4    0.000    0.000    0.013    0.003 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\untyped_passes.py:192(run_pass)
      148    0.000    0.000    0.013    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\npydecl.py:196(generic)
       12    0.000    0.000    0.013    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\lowering.py:740(lower_binop)
        3    0.000    0.000    0.013    0.004 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:4795(remove_dead_parfor_recursive)
     4650    0.002    0.000    0.013    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\values.py:557(_set_name)
       47    0.000    0.000    0.012    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\cgutils.py:99(__init__)
       16    0.000    0.000    0.012    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\codegen.py:1228(_module_pass_manager)
    81728    0.008    0.000    0.012    0.000 {method 'get' of 'dict' objects}
      302    0.001    0.000    0.012    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\runtime\context.py:360(_call_incref_decref)
      504    0.000    0.000    0.012    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\targetconfig.py:197(values)
     1338    0.001    0.000    0.012    0.000 <frozen abc>:105(__new__)
      148    0.001    0.000    0.012    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\npydecl.py:92(generic)
       39    0.000    0.000    0.012    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\postproc.py:46(livemap)
      504    0.002    0.000    0.012    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\targetconfig.py:200(<dictcomp>)
    88/65    0.000    0.000    0.012    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:526(get_function)
        5    0.000    0.000    0.012    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typed_passes.py:557(run_pass)
        5    0.000    0.000    0.012    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:2272(check_and_legalize_ir)
      143    0.001    0.000    0.011    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:1277(_analyze_inst)
        1    0.000    0.000    0.011    0.011 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:3414(lower_parfor_sequential)
        8    0.000    0.000    0.011    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\codegen.py:1413(_add_module)
        8    0.000    0.000    0.011    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\codegen.py:1102(add_module)
      193    0.001    0.000    0.011    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\cgutils.py:362(alloca_once)
      246    0.008    0.000    0.011    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\analysis.py:91(liveness)
      238    0.001    0.000    0.011    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\extending.py:207(decorate)
        8    0.000    0.000    0.010    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\codegen.py:1095(_load_defined_symbols)
      741    0.001    0.000    0.010    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\module.py:251(_next)
  709/302    0.001    0.000    0.010    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\runtime\context.py:343(get_meminfos)
     4650    0.003    0.000    0.010    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\_utils.py:16(register)
       92    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
4193/4154    0.010    0.000    0.010    0.000 {built-in method __new__ of type object at 0x00007FFD374B0FD0}
       16    0.000    0.000    0.010    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\codegen.py:1099(<setcomp>)
       99    0.000    0.000    0.010    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\templates.py:488(apply)
1830/1274    0.003    0.000    0.010    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:413(visit_vars_stmt)
      101    0.000    0.000    0.010    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\templates.py:279(_select)
    36/24    0.000    0.000    0.010    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:403(visit_vars)
      101    0.002    0.000    0.010    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\context.py:615(resolve_overload)
8859/8824    0.004    0.000    0.010    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\_utils.py:54(get_reference)
    16126    0.003    0.000    0.010    0.000 <frozen abc>:117(__instancecheck__)
      643    0.001    0.000    0.010    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\value.py:231(is_declaration)
        4    0.000    0.000    0.009    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\untyped_passes.py:1742(run_pass)
      628    0.001    0.000    0.009    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\value.py:157(name)
        1    0.000    0.000    0.009    0.009 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cpython\hashing.py:1(<module>)
      311    0.000    0.000    0.009    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\extending.py:157(wrap)
        8    0.000    0.000    0.009    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\codegen.py:1316(_scan_and_fix_unresolved_refs)
       23    0.000    0.000    0.009    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\arrayobj.py:78(_make_refs)
      311    0.000    0.000    0.009    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\extending.py:140(register_jitable)
7243/3706    0.006    0.000    0.009    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:464(visit_vars_inner)
      221    0.000    0.000    0.009    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\runtime\context.py:384(decref)
        1    0.000    0.000    0.009    0.009 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cpython\old_hashing.py:1(<module>)
        7    0.000    0.000    0.009    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\callconv.py:122(raise_error)
       13    0.000    0.000    0.009    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\postproc.py:158(_insert_var_dels)
    14/13    0.002    0.000    0.009    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\postproc.py:179(_patch_var_dels)
  640/591    0.001    0.000    0.008    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:1576(guard)
     8966    0.004    0.000    0.008    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\event.py:100(__init__)
7657/7582    0.002    0.000    0.008    0.000 {method 'join' of 'str' objects}
      195    0.007    0.000    0.008    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\analysis.py:81(def_reach)
        4    0.000    0.000    0.008    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\untyped_passes.py:224(run_pass)
        1    0.000    0.000    0.008    0.008 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\arraymath.py:1(<module>)
        5    0.000    0.000    0.008    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\untyped_passes.py:118(run_pass)
        1    0.000    0.000    0.008    0.008 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\ufunc\parallel.py:379(_launch_threads)
       37    0.002    0.000    0.008    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:1172(find_topo_order)
        6    0.000    0.000    0.008    0.001 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\callwrapper.py:20(add_arg)
       30    0.000    0.000    0.008    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\transforms.py:93(populate)
      503    0.003    0.000    0.008    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\utils.py:306(order_by_target_specificity)
        4    0.000    0.000    0.008    0.002 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\lowering.py:810(lower_getitem)
     2286    0.002    0.000    0.008    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\types\abstract.py:49(_intern)
      249    0.000    0.000    0.008    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:42(find)
     2304    0.001    0.000    0.008    0.000 {built-in method builtins.sorted}
      121    0.000    0.000    0.008    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\lowering.py:1578(delvar)
        1    0.000    0.000    0.008    0.008 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\inline_closurecall.py:1(<module>)
      206    0.000    0.000    0.007    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\lowering.py:1634(decref)
       30    0.000    0.000    0.007    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:812(clone)
      465    0.003    0.000    0.007    0.000 {built-in method builtins.__build_class__}
       16    0.000    0.000    0.007    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\transforms.py:87(_populate_module_pm)
