         1850643 function calls (1742367 primitive calls) in 1.417 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\dis.py:698(__init__)
      543    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\value.py:129(is_function)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\typeof.py:191(_typeof_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:728(setup)
       33    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\context.py:47(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\callwrapper.py:129(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:463(is_equiv)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1562(__init__)
      542    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:2092(in_with)
       57    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\analysis.py:621(rewrite_tuple_len)
       14    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\types\containers.py:59(__init__)
      138    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\targetconfig.py:202(is_set)
      577    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\old_models.py:89(traverse)
      225    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\utils.py:241(__len__)
      326    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:267(define)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:948(__init__)
      287    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:4732(<setcomp>)
      392    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\types.py:440(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:873(_op_POP_JUMP_IF)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\_functools.py:99(wrapper)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cpython\old_numbers.py:354(int_eq_impl)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:2328(op_LOAD_ATTR)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\npyfuncs.py:375(_generate_logaddexp)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor_lowering.py:695(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\re\_parser.py:456(_parse_sub)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\synchronize.py:50(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor_lowering.py:1659(replace_var_with_array)
        7    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\builder.py:851(ret_void)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:3671(get_parfor_outputs)
       56    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\enumdecl.py:48(generic)
        6    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:1310(alloca_obj)
      315    0.000    0.000    0.000    0.000 <frozen os>:697(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:298(descr)
       69    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\module.py:215(__init__)
       69    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      142    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:1101(propagate_refined_type)
      497    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:732(list_getitem)
       17    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\templates.py:1317(__init__)
      152    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:144(append)
        6    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typed_passes.py:955(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor_lowering.py:1655(replace_var_with_array_internal)
       26    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\cgutils.py:460(if_unlikely)
       28    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typed_passes.py:938(<listcomp>)
      154    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\bytecode.py:138(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:766(get_parfors)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\arraydecl.py:289(ArrayAttribute)
      284    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
      6/5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\analysis.py:706(must_use_alloca)
      198    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:1906(push)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\util.py:1(<module>)
       30    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:1875(insert_block)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cpython\slicing.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:1240(peep_hole_split_at_pop_block)
        9    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\ctypes\__init__.py:515(string_at)
       48    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\setdecl.py:79(generic)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\old_models.py:376(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:631(get_shape_classes)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:381(__call__)
       40    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\weakref.py:568(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       88    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\templates.py:127(as_function)
      104    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\types\containers.py:311(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:1494(_legalize_exception_vars)
       20    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\event.py:182(register)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\old_builtins.py:814(resolve___call__)
      2/1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:759(_get_parfors)
       36    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\lowering.py:765(try_static_impl)
       84    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\old_models.py:457(get_argument_type)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\inline_closurecall.py:1032(_inline_arraycall)
       36    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:2049(<listcomp>)
      175    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:885(__init__)
       62    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\utils.py:464(bit_length)
       72    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\old_models.py:500(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:2682(op_GET_ITER)
       55    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:100(<lambda>)
      620    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor_lowering.py:56(_disable_sroa_like_opt)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:917(op_POP_JUMP_FORWARD_IF_FALSE)
       60    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\types\containers.py:285(is_types_iterable)
        6    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\arraydecl.py:302(resolve_shape)
       29    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:2260(<listcomp>)
       86    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:805(zip_children)
       86    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
      456    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\analysis.py:141(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\compiler.py:578(define_parfor_gufunc_nopython_lowering_pipeline)
      562    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      562    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       48    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\context.py:19(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:491(long_as_longlong)
      568    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\inspect.py:2722(name)
       81    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\utils.py:718(get_hashable_key)
        7    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\ctypes\__init__.py:72(CFUNCTYPE)
      143    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\types.py:626(gep)
       56    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\npydecl.py:687(generic)
       20    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:38(lookup)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\arrayobj.py:132(load_item)
      152    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:1204(<genexpr>)
        7    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\types\functions.py:556(get_overload)
       85    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor_lowering.py:974(empty_container_allocator_hoist)
        9    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\dispatcher.py:283(nopython_signatures)
       56    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\listdecl.py:129(generic)
       72    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\module.py:145(get_unique_name)
       25    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:1048(__str__)
      136    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\itanium_mangler.py:104(_fix_lead_digit)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:481(number_long)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\math\numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\zipfile.py:2410(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:2710(op_BINARY_SUBSCR)
       28    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\rewrites\static_raise.py:46(match)
      580    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\values.py:1082(dereferenceable_or_null)
      580    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\values.py:1073(dereferenceable)
       91    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
      300    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\registry.py:25(target_context)
       40    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\old_builtins.py:543(generic)
       16    0.000    0.000    0.000    0.000 <frozen ntpath>:231(splitext)
      635    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
      232    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:597(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:603(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cpython\old_tupleobj.py:116(<listcomp>)
       66    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:28(mk_unique_var)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:754(_get_nested_parfors)
      367    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\typed\listobject.py:81(ListStatus)
      311    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\runtime\context.py:40(_require_nrt)
       13    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:496(getattr)
      133    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\contextlib.py:472(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\compiler.py:295(compile_result)
       40    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\collections.py:43(generic)
       40    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:491(unpack_value)
       22    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor_lowering.py:1627(replace_var_with_array_in_block)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\zipfile.py:2286(make)
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\tokenize.py:323(read_or_stop)
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\typing.py:1830(__class_getitem__)
       49    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\dispatcher.py:677(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\runtime\context.py:328(meminfo_data)
      179    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:739(<listcomp>)
      126    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:1077(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\synchronize.py:121(_make_name)
        8    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\controlflow.py:73(__ne__)
      114    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:1920(is_getitem)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:388(insert_user_function)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:299(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cloudpickle\cloudpickle.py:278(_lookup_module_and_qualname)
      270    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\inline_closurecall.py:1621(<listcomp>)
       17    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\imputils.py:329(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:933(op_JUMP_BACKWARD)
       35    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:87(lock)
      121    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:725(__str__)
      199    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\controlflow.py:134(set_entry_point)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cpython\unicode_support.py:384(_PY_CTF)
        3    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\types\functions.py:351(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:1181(_combine_to_new_block)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:581(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:1460(reflect_native_value)
       11    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\types.py:239(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:1556(op_BINARY_OP)
       10    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\cpu.py:199(<listcomp>)
      246    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       30    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\contextlib.py:534(_push_cm_exit)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numpy\_core\getlimits.py:621(tiny)
       24    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\types\containers.py:34(__init__)
      259    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\lowering.py:316(notify_loc)
